# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02J63U6
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JFUXV	scaffold00024	98.39	186	0	3	1	183	2108379	2108194	3.2e-91	332.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JES5P
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JES5P	scaffold00015	99.76	423	0	1	2	423	1054810	1055232	5.1e-239	823.0
FL8T4MU02JES5P	scaffold00015	100.00	63	0	0	424	486	1055310	1055372	2.4e-29	127.0
FL8T4MU02JES5P	scaffold00015	100.00	16	0	0	487	502	1055471	1055486	6.7e-01	32.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JG6CW
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JG6CW	scaffold00009	99.78	457	0	1	1	457	3322635	3323090	1.1e-258	888.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JK4KI
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JK4KI	scaffold00014	98.46	454	3	4	2	455	2866718	2866269	2.2e-243	838.0
FL8T4MU02JK4KI	scaffold00014	98.36	61	0	1	456	516	2866149	2866090	3.1e-24	110.0
FL8T4MU02JK4KI	scaffold00007	96.98	232	4	3	127	358	5131949	5132177	6.8e-115	411.0
FL8T4MU02JK4KI	scaffold00007	98.66	149	1	1	368	516	5132185	5132332	9.9e-76	281.0
FL8T4MU02JK4KI	scaffold01457	91.27	126	8	3	310	435	2230	2352	4.3e-48	189.0
FL8T4MU02JK4KI	scaffold01457	90.91	88	8	0	220	307	2141	2228	1.1e-34	144.0
FL8T4MU02JK4KI	scaffold01328	91.27	126	8	3	310	435	2504	2626	4.3e-48	189.0
FL8T4MU02JK4KI	scaffold01328	90.91	88	8	0	220	307	2415	2502	1.1e-34	144.0
FL8T4MU02JK4KI	scaffold01328	93.83	81	3	2	355	435	15	93	3.9e-30	129.0
FL8T4MU02JK4KI	scaffold01328	100.00	9	0	0	506	514	348	356	1.4e+04	18.0
FL8T4MU02JK4KI	scaffold01328	100.00	9	0	0	495	503	338	346	1.4e+04	18.0
FL8T4MU02JK4KI	scaffold00005	90.48	126	9	3	310	435	497406	497284	2.7e-47	186.0
FL8T4MU02JK4KI	scaffold00005	90.48	126	9	3	310	435	489688	489566	8.9e-47	184.0
FL8T4MU02JK4KI	scaffold00005	90.91	88	8	0	220	307	489777	489690	1.1e-34	144.0
FL8T4MU02JK4KI	scaffold00005	90.91	88	8	0	220	307	497495	497408	1.1e-34	144.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JOMZZ
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JOMZZ	scaffold00031	99.65	289	0	1	212	500	1077312	1077025	5.4e-160	561.0
FL8T4MU02JOMZZ	scaffold00031	100.00	211	0	0	1	211	1077631	1077421	1.1e-114	410.0
FL8T4MU02JOMZZ	scaffold00031	87.29	181	23	0	211	391	1049236	1049056	2.7e-77	286.0
FL8T4MU02JOMZZ	scaffold00031	90.96	166	15	0	2	167	1101082	1101247	5.6e-73	272.0
FL8T4MU02JOMZZ	scaffold00031	86.93	176	23	0	215	390	1101394	1101569	3.2e-70	262.0
FL8T4MU02JOMZZ	scaffold00031	92.16	51	4	0	446	496	1048996	1048946	4.9e-18	89.0
FL8T4MU02JOMZZ	scaffold00031	95.24	21	1	0	418	438	1049023	1049003	5.9e-03	39.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JWD1O
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JWD1O	scaffold00013	99.16	119	0	1	8	126	2282616	2282499	7.3e-58	221.0
FL8T4MU02JWD1O	scaffold00013	95.80	119	4	1	8	126	2267689	2267572	1.4e-53	207.0
FL8T4MU02JWD1O	scaffold00013	94.96	119	5	1	8	126	2296988	2296871	8.8e-53	204.0
FL8T4MU02JWD1O	scaffold00013	91.23	114	10	0	8	121	2309479	2309366	4.1e-46	182.0
FL8T4MU02JWD1O	scaffold00013	93.75	16	0	1	130	145	2282497	2282483	2.4e+03	20.0
FL8T4MU02JWD1O	scaffold00013	93.75	16	0	1	130	145	2267570	2267556	2.4e+03	20.0
FL8T4MU02JWD1O	scaffold00013	93.75	16	0	1	130	145	2296869	2296855	2.4e+03	20.0
FL8T4MU02JWD1O	scaffold00013	93.75	16	0	1	130	145	2309360	2309346	2.4e+03	20.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JHCMW
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JHCMW	scaffold00011	99.55	445	0	2	1	444	1077414	1076971	2.5e-248	854.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JPCAK
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JPCAK	scaffold00002	98.91	458	3	2	9	465	7498449	7497993	9.6e-254	872.0
FL8T4MU02JPCAK	scaffold00002	97.92	48	0	1	466	512	7495978	7495931	7.1e-17	85.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JZ9K0
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JZ9K0	scaffold01457	99.36	157	0	1	56	212	2374	2219	3.0e-81	299.0
FL8T4MU02JZ9K0	scaffold01457	98.31	59	0	1	1	58	109	51	6.1e-23	105.0
FL8T4MU02JZ9K0	scaffold01328	99.36	157	0	1	56	212	2648	2493	3.0e-81	299.0
FL8T4MU02JZ9K0	scaffold01328	100.00	112	0	0	58	169	113	2	7.2e-58	221.0
FL8T4MU02JZ9K0	scaffold01328	98.28	58	0	1	1	57	356	299	2.5e-22	103.0
FL8T4MU02JZ9K0	scaffold00005	99.33	150	1	0	58	207	497264	497413	1.3e-79	294.0
FL8T4MU02JZ9K0	scaffold00005	98.09	157	2	1	56	212	489544	489699	3.5e-79	292.0
FL8T4MU02JZ9K0	scaffold00005	98.28	58	0	1	1	57	497095	497152	2.5e-22	103.0
FL8T4MU02JZ9K0	scaffold00005	100.00	5	0	0	208	212	497657	497661	3.6e+06	10.0
FL8T4MU02JZ9K0	scaffold00014	92.31	130	10	0	78	207	2866289	2866418	5.2e-58	222.0
FL8T4MU02JZ9K0	scaffold00014	94.74	19	1	0	1	19	2866092	2866110	1.0e-01	35.0
FL8T4MU02JZ9K0	scaffold00007	95.45	66	3	0	78	143	5132252	5132187	1.2e-27	121.0
FL8T4MU02JZ9K0	scaffold00007	92.86	42	3	0	166	207	5132165	5132124	4.0e-12	69.0
FL8T4MU02JZ9K0	scaffold00434	98.31	59	0	1	1	58	10536	10594	6.1e-23	105.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02I750R
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02I750R	scaffold00011	96.97	132	3	1	181	311	2442296	2442165	2.0e-64	243.0
FL8T4MU02I750R	scaffold00011	97.62	84	0	2	2	84	2443875	2443793	2.0e-34	143.0
FL8T4MU02I750R	scaffold00011	98.21	56	0	1	85	139	2443706	2443651	3.3e-21	100.0
FL8T4MU02I750R	scaffold00011	97.62	42	0	1	140	180	2442441	2442400	8.7e-13	72.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JBG15
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JBG15	scaffold00002	99.38	485	0	3	5	486	4395306	4395790	3.1e-268	920.0
FL8T4MU02JBG15	scaffold00012	93.22	59	4	0	421	479	3165461	3165403	3.2e-22	103.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JX129
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JX129	scaffold00013	99.62	265	1	0	1	265	4203052	4202788	9.6e-148	520.0
FL8T4MU02JX129	scaffold00013	100.00	74	0	0	434	507	4202165	4202092	1.6e-35	147.0
FL8T4MU02JX129	scaffold00013	100.00	59	0	0	375	433	4202378	4202320	1.9e-26	117.0
FL8T4MU02JX129	scaffold00013	100.00	56	0	0	319	374	4202520	4202465	1.2e-24	111.0
FL8T4MU02JX129	scaffold00013	100.00	53	0	0	266	318	4202690	4202638	5.9e-23	105.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JT2ZM
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JT2ZM	scaffold00018	99.62	525	0	2	3	527	2756523	2756001	5.0e-296	1012.0
FL8T4MU02JT2ZM	scaffold00018	90.32	62	6	0	378	439	2752310	2752249	2.1e-22	104.0
FL8T4MU02JT2ZM	scaffold00018	90.91	55	4	1	290	343	2752397	2752343	3.1e-17	86.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JRMPE
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JRMPE	scaffold00913	99.31	144	0	1	1	144	6047	6189	5.2e-73	272.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JSIDJ
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JSIDJ	scaffold00005	100.00	307	0	0	1	307	6579312	6579006	8.1e-175	610.0
FL8T4MU02JSIDJ	scaffold00005	100.00	80	0	0	308	387	6578913	6578834	1.1e-38	158.0
FL8T4MU02JSIDJ	scaffold00005	100.00	67	0	0	388	454	6578665	6578599	8.1e-31	131.0
FL8T4MU02JSIDJ	scaffold00005	100.00	51	0	0	455	505	6574627	6574577	1.5e-21	101.0
FL8T4MU02JSIDJ	scaffold00005	100.00	18	0	0	506	523	6574493	6574476	6.5e-02	35.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JKFA6
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JKFA6	scaffold00007	97.24	434	6	6	57	490	5131951	5132378	4.7e-223	770.0
FL8T4MU02JKFA6	scaffold00014	99.21	382	0	3	1	382	2866647	2866269	5.9e-208	720.0
FL8T4MU02JKFA6	scaffold00014	98.15	108	0	2	383	490	2866149	2866044	6.5e-49	192.0
FL8T4MU02JKFA6	scaffold01457	91.08	213	18	1	150	362	2141	2352	2.7e-95	346.0
FL8T4MU02JKFA6	scaffold01328	91.08	213	18	1	150	362	2415	2626	2.7e-95	346.0
FL8T4MU02JKFA6	scaffold01328	93.75	80	4	1	283	362	15	93	4.9e-32	135.0
FL8T4MU02JKFA6	scaffold01328	86.76	68	8	1	423	490	338	404	1.5e-21	101.0
FL8T4MU02JKFA6	scaffold00005	90.61	213	19	1	150	362	489777	489566	5.6e-94	341.0
FL8T4MU02JKFA6	scaffold00005	91.84	196	16	0	150	345	497495	497300	1.5e-90	330.0
FL8T4MU02JKFA6	scaffold00005	86.76	68	8	1	423	490	497113	497047	1.5e-21	101.0
FL8T4MU02JKFA6	scaffold01306	77.17	184	40	2	160	342	1173	991	1.1e-45	181.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JRYL9
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JRYL9	scaffold01488	99.11	112	0	1	4	115	1361	1471	1.0e-53	207.0
FL8T4MU02JRYL9	scaffold01488	100.00	9	0	0	122	130	1481	1489	1.2e+04	18.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02KB95Y
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02KB95Y	scaffold00006	97.33	75	2	0	2	76	1193258	1193184	1.1e-32	138.0
FL8T4MU02KB95Y	scaffold00006	100.00	34	0	0	84	117	1193175	1193142	3.6e-11	66.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02J1KGG
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02J1KGG	scaffold00018	97.87	470	2	7	1	470	2756537	2756076	4.1e-243	837.0
FL8T4MU02J1KGG	scaffold00018	88.89	63	6	1	395	457	2752310	2752249	9.3e-20	95.0
FL8T4MU02J1KGG	scaffold00018	89.29	56	5	1	306	361	2752397	2752343	4.9e-17	86.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JE2OS
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JE2OS	scaffold00014	98.50	133	0	2	2	133	2866276	2866407	4.6e-64	242.0
FL8T4MU02JE2OS	scaffold00007	96.24	133	2	3	2	133	5132265	5132135	1.2e-58	224.0
FL8T4MU02JE2OS	scaffold01457	91.67	120	9	1	14	133	2352	2234	3.1e-50	196.0
FL8T4MU02JE2OS	scaffold01328	91.67	120	9	1	14	133	2626	2508	3.1e-50	196.0
FL8T4MU02JE2OS	scaffold01328	94.94	79	4	0	14	92	93	15	1.1e-34	144.0
FL8T4MU02JE2OS	scaffold00005	90.83	120	10	1	14	133	497284	497402	2.0e-49	193.0
FL8T4MU02JE2OS	scaffold00005	90.83	120	10	1	14	133	489566	489684	6.4e-49	192.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JLNKH
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JLNKH	scaffold00001	100.00	292	0	0	3	294	8097099	8096808	7.8e-165	577.0
FL8T4MU02JLNKH	scaffold00001	100.00	117	0	0	295	411	8096726	8096610	2.8e-61	233.0
FL8T4MU02JLNKH	scaffold00001	100.00	47	0	0	412	458	8096525	8096479	4.4e-19	92.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02KDIMJ
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02KDIMJ	scaffold00014	99.79	473	0	1	4	475	2866741	2866269	1.3e-267	918.0
FL8T4MU02KDIMJ	scaffold00014	100.00	37	0	0	476	512	2866149	2866113	2.6e-13	73.0
FL8T4MU02KDIMJ	scaffold00007	98.06	360	6	1	153	512	5131951	5132309	2.1e-195	678.0
FL8T4MU02KDIMJ	scaffold01457	91.51	212	18	0	244	455	2141	2352	5.9e-98	354.0
FL8T4MU02KDIMJ	scaffold01328	91.51	212	18	0	244	455	2415	2626	5.9e-98	354.0
FL8T4MU02KDIMJ	scaffold01328	94.94	79	4	0	377	455	15	93	1.1e-34	144.0
FL8T4MU02KDIMJ	scaffold00005	91.04	212	19	0	244	455	497495	497284	3.8e-97	352.0
FL8T4MU02KDIMJ	scaffold00005	91.04	212	19	0	244	455	489777	489566	1.2e-96	350.0
FL8T4MU02KDIMJ	scaffold01306	77.17	184	40	2	254	436	1173	991	1.1e-45	181.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JHPA3
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JHPA3	scaffold00014	99.79	472	1	0	1	472	2866740	2866269	1.9e-269	924.0
FL8T4MU02JHPA3	scaffold00014	100.00	28	0	0	473	500	2866149	2866122	7.3e-08	55.0
FL8T4MU02JHPA3	scaffold00007	98.01	351	6	1	150	500	5131951	5132300	5.8e-190	660.0
FL8T4MU02JHPA3	scaffold01457	91.51	212	18	0	241	452	2141	2352	5.9e-98	354.0
FL8T4MU02JHPA3	scaffold01328	91.51	212	18	0	241	452	2415	2626	5.9e-98	354.0
FL8T4MU02JHPA3	scaffold01328	94.94	79	4	0	374	452	15	93	1.1e-34	144.0
FL8T4MU02JHPA3	scaffold00005	91.04	212	19	0	241	452	497495	497284	3.8e-97	352.0
FL8T4MU02JHPA3	scaffold00005	91.04	212	19	0	241	452	489777	489566	1.2e-96	350.0
FL8T4MU02JHPA3	scaffold01306	77.17	184	40	2	251	433	1173	991	1.1e-45	181.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02I3CDR
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02I3CDR	scaffold00013	99.58	236	1	0	1	236	2282613	2282378	2.6e-129	459.0
FL8T4MU02I3CDR	scaffold00013	98.28	232	4	0	5	236	2267682	2267451	1.7e-123	439.0
FL8T4MU02I3CDR	scaffold00013	98.28	232	4	0	5	236	2296981	2296750	1.7e-123	439.0
FL8T4MU02I3CDR	scaffold00013	93.53	232	15	0	5	236	2309472	2309241	2.9e-111	399.0
FL8T4MU02I3CDR	scaffold00013	99.49	198	0	1	237	433	2282295	2282098	2.8e-106	382.0
FL8T4MU02I3CDR	scaffold00013	96.46	198	6	1	237	433	2296667	2296470	1.9e-100	363.0
FL8T4MU02I3CDR	scaffold00013	96.46	198	6	1	237	433	2267368	2267171	7.2e-100	361.0
FL8T4MU02I3CDR	scaffold00013	95.96	198	7	1	237	433	2309158	2308961	1.2e-99	360.0
FL8T4MU02I3CDR	scaffold00013	100.00	31	0	0	459	489	2281987	2281957	1.3e-09	61.0
FL8T4MU02I3CDR	scaffold00013	100.00	31	0	0	459	489	2267060	2267030	1.3e-09	61.0
FL8T4MU02I3CDR	scaffold00013	100.00	31	0	0	459	489	2296359	2296329	1.3e-09	61.0
FL8T4MU02I3CDR	scaffold00013	100.00	31	0	0	459	489	2308850	2308820	1.3e-09	61.0
FL8T4MU02I3CDR	scaffold00013	100.00	21	0	0	434	454	2282010	2281990	8.1e-04	42.0
FL8T4MU02I3CDR	scaffold00013	100.00	21	0	0	434	454	2267083	2267063	8.1e-04	42.0
FL8T4MU02I3CDR	scaffold00013	100.00	21	0	0	434	454	2296382	2296362	8.1e-04	42.0
FL8T4MU02I3CDR	scaffold00013	100.00	21	0	0	434	454	2308873	2308853	8.1e-04	42.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JDXEX
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JDXEX	scaffold00013	99.05	210	1	1	1	210	2282586	2282378	9.1e-111	397.0
FL8T4MU02JDXEX	scaffold00013	97.62	210	4	1	1	210	2267659	2267451	8.1e-108	387.0
FL8T4MU02JDXEX	scaffold00013	97.62	210	4	1	1	210	2296958	2296750	8.1e-108	387.0
FL8T4MU02JDXEX	scaffold00013	98.50	200	0	3	211	409	2282295	2282098	5.7e-101	364.0
FL8T4MU02JDXEX	scaffold00013	93.72	207	12	1	4	210	2309446	2309241	3.3e-97	352.0
FL8T4MU02JDXEX	scaffold00013	96.00	200	5	3	211	409	2267368	2267171	8.0e-96	347.0
FL8T4MU02JDXEX	scaffold00013	95.50	200	6	3	211	409	2309158	2308961	1.3e-95	347.0
FL8T4MU02JDXEX	scaffold00013	96.67	180	4	2	230	409	2296647	2296470	1.6e-88	323.0
FL8T4MU02JDXEX	scaffold00013	98.63	73	0	1	410	481	2282010	2281938	3.4e-31	133.0
FL8T4MU02JDXEX	scaffold00013	98.63	73	0	1	410	481	2267083	2267011	3.4e-31	133.0
FL8T4MU02JDXEX	scaffold00013	98.63	73	0	1	410	481	2296382	2296310	3.4e-31	133.0
FL8T4MU02JDXEX	scaffold00013	98.63	73	0	1	410	481	2308873	2308801	3.4e-31	133.0
FL8T4MU02JDXEX	scaffold00013	94.44	18	1	0	211	228	2296667	2296650	3.2e-01	33.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JS5F5
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JS5F5	scaffold00142	100.00	437	0	0	2	438	3660	3224	2.2e-249	857.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02KDO0T
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02KDO0T	scaffold00001	99.81	518	1	0	3	520	7576385	7576902	1.0e-297	1018.0
# BLAT 34x12 [2009/02/26]
# Query: FL8T4MU02JKOVM
# Database: ../Spolyrrhiza.0_7.fa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
FL8T4MU02JKOVM	scaffold00058	97.52	161	4	0	218	378	7329	7169	7.4e-83	304.0
FL8T4MU02JKOVM	scaffold00058	93.42	152	8	2	68	217	7604	7453	1.8e-67	253.0
FL8T4MU02JKOVM	scaffold00058	97.67	129	3	0	379	507	7066	6938	2.9e-65	246.0
FL8T4MU02JKOVM	scaffold00058	86.67	60	5	3	4	61	7670	7612	1.9e-11	67.0
FL8T4MU02JKOVM	scaffold00003	92.59	162	12	0	218	379	396783	396622	5.4e-77	285.0
FL8T4MU02JKOVM	scaffold00003	93.23	133	8	1	86	217	397036	396904	1.5e-59	227.0
FL8T4MU02JKOVM	scaffold00003	97.48	119	3	0	381	499	396518	396400	6.5e-59	225.0
FL8T4MU02JKOVM	scaffold00003	80.58	103	20	0	381	483	390836	390938	3.3e-34	143.0
FL8T4MU02JKOVM	scaffold00003	92.86	70	5	0	148	217	390451	390520	1.3e-28	124.0
FL8T4MU02JKOVM	scaffold00003	91.80	61	5	0	86	146	390388	390448	1.3e-22	104.0
FL8T4MU02JKOVM	scaffold00003	91.80	61	5	0	86	146	389829	389889	1.3e-22	104.0
FL8T4MU02JKOVM	scaffold00003	94.12	51	3	0	148	198	389892	389942	3.9e-19	93.0
FL8T4MU02JKOVM	scaffold00003	82.35	34	3	1	300	333	390654	390684	4.3e-04	43.0
FL8T4MU02JKOVM	scaffold00003	92.31	26	1	1	5	29	397124	397099	3.2e-02	36.0
FL8T4MU02JKOVM	scaffold00003	100.00	11	0	0	281	291	390636	390646	9.3e+02	22.0
FL8T4MU02JKOVM	scaffold00014	91.25	80	7	0	300	379	712150	712071	8.6e-33	138.0
FL8T4MU02JKOVM	scaffold00014	88.06	67	8	0	226	292	712226	712160	6.5e-23	105.0
